asset_kind,id,route_slug,local_file_name,source_rel_path,planned_drive_folder,drive_file_id,drive_file_url,privacy,notes
clip_video,lo-dev-038,tera-lead-pipeline,tera-and-system-navigation__tera-lead-pipeline__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/tera-and-system-navigation__tera-lead-pipeline__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",TERA Lead Pipeline | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-038,tera-lead-pipeline,tera-and-system-navigation__tera-lead-pipeline__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/tera-and-system-navigation__tera-lead-pipeline__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-038
clip_caption,lo-dev-038,tera-lead-pipeline,tera-and-system-navigation__tera-lead-pipeline__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/tera-and-system-navigation__tera-lead-pipeline__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-038
clip_markdown,lo-dev-038,tera-lead-pipeline,tera-and-system-navigation__tera-lead-pipeline__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/tera-and-system-navigation__tera-lead-pipeline__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-038
clip_video,lo-dev-039,labels-and-follow-ups,leads-and-marketing__labels-and-follow-ups__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__labels-and-follow-ups__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Labels and Follow Ups | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-039,labels-and-follow-ups,leads-and-marketing__labels-and-follow-ups__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__labels-and-follow-ups__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-039
clip_caption,lo-dev-039,labels-and-follow-ups,leads-and-marketing__labels-and-follow-ups__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__labels-and-follow-ups__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-039
clip_markdown,lo-dev-039,labels-and-follow-ups,leads-and-marketing__labels-and-follow-ups__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__labels-and-follow-ups__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-039
clip_video,lo-dev-040,email-to-note-sync,tera-and-system-navigation__email-to-note-sync__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/tera-and-system-navigation__email-to-note-sync__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Email to Note Sync | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-040,email-to-note-sync,tera-and-system-navigation__email-to-note-sync__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/tera-and-system-navigation__email-to-note-sync__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-040
clip_caption,lo-dev-040,email-to-note-sync,tera-and-system-navigation__email-to-note-sync__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/tera-and-system-navigation__email-to-note-sync__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-040
clip_markdown,lo-dev-040,email-to-note-sync,tera-and-system-navigation__email-to-note-sync__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/tera-and-system-navigation__email-to-note-sync__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-040
clip_video,lo-dev-041,rate-alerts-intro,pricing-loans__rate-alerts-intro__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__rate-alerts-intro__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Rate Alerts Intro | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-041,rate-alerts-intro,pricing-loans__rate-alerts-intro__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__rate-alerts-intro__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-041
clip_caption,lo-dev-041,rate-alerts-intro,pricing-loans__rate-alerts-intro__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__rate-alerts-intro__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-041
clip_markdown,lo-dev-041,rate-alerts-intro,pricing-loans__rate-alerts-intro__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__rate-alerts-intro__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-041
clip_video,lo-dev-042,setting-rate-alerts-setup-flow,pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Setting Rate Alerts: Setup Flow | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-042,setting-rate-alerts-setup-flow,pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-042
clip_caption,lo-dev-042,setting-rate-alerts-setup-flow,pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-042
clip_markdown,lo-dev-042,setting-rate-alerts-setup-flow,pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__setting-rate-alerts-setup-flow__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-042
clip_video,lo-dev-043,setting-rate-alerts-target-fields-and-notifications,pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Setting Rate Alerts: Target Fields and Notifications | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-043,setting-rate-alerts-target-fields-and-notifications,pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-043
clip_caption,lo-dev-043,setting-rate-alerts-target-fields-and-notifications,pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-043
clip_markdown,lo-dev-043,setting-rate-alerts-target-fields-and-notifications,pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/pricing-loans__setting-rate-alerts-target-fields-and-notifications__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-043
clip_video,lo-dev-044,loan-factory-iq-client-retention-tool,leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Loan Factory IQ: Client Retention Tool | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-044,loan-factory-iq-client-retention-tool,leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-044
clip_caption,lo-dev-044,loan-factory-iq-client-retention-tool,leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-044
clip_markdown,lo-dev-044,loan-factory-iq-client-retention-tool,leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__loan-factory-iq-client-retention-tool__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-044
clip_video,lo-dev-045,loan-factory-iq-setup-and-reports,leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Loan Factory IQ: Setup and Reports | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-045,loan-factory-iq-setup-and-reports,leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-045
clip_caption,lo-dev-045,loan-factory-iq-setup-and-reports,leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-045
clip_markdown,lo-dev-045,loan-factory-iq-setup-and-reports,leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__loan-factory-iq-setup-and-reports__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-045
clip_video,lo-dev-046,ally-marketing,leads-and-marketing__ally-marketing__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__ally-marketing__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Ally Marketing | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-046,ally-marketing,leads-and-marketing__ally-marketing__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__ally-marketing__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-046
clip_caption,lo-dev-046,ally-marketing,leads-and-marketing__ally-marketing__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__ally-marketing__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-046
clip_markdown,lo-dev-046,ally-marketing,leads-and-marketing__ally-marketing__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__ally-marketing__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-046
clip_video,lo-dev-047,facebook-ad-templates,leads-and-marketing__facebook-ad-templates__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__facebook-ad-templates__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Facebook Ad Templates | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-047,facebook-ad-templates,leads-and-marketing__facebook-ad-templates__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__facebook-ad-templates__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-047
clip_caption,lo-dev-047,facebook-ad-templates,leads-and-marketing__facebook-ad-templates__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__facebook-ad-templates__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-047
clip_markdown,lo-dev-047,facebook-ad-templates,leads-and-marketing__facebook-ad-templates__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__facebook-ad-templates__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-047
clip_video,lo-dev-048,google-reviews-profile-and-review-path,leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Google Reviews: Profile and Review Path | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-048,google-reviews-profile-and-review-path,leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-048
clip_caption,lo-dev-048,google-reviews-profile-and-review-path,leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-048
clip_markdown,lo-dev-048,google-reviews-profile-and-review-path,leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__google-reviews-profile-and-review-path__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-048
clip_video,lo-dev-049,google-reviews-verification-and-follow-up,leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Google Reviews: Verification and Follow Up | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-049,google-reviews-verification-and-follow-up,leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-049
clip_caption,lo-dev-049,google-reviews-verification-and-follow-up,leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-049
clip_markdown,lo-dev-049,google-reviews-verification-and-follow-up,leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__google-reviews-verification-and-follow-up__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-049
clip_video,lo-dev-050,marketing-materials-2,leads-and-marketing__marketing-materials-2__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__marketing-materials-2__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Marketing Materials | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-050,marketing-materials-2,leads-and-marketing__marketing-materials-2__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__marketing-materials-2__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-050
clip_caption,lo-dev-050,marketing-materials-2,leads-and-marketing__marketing-materials-2__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__marketing-materials-2__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-050
clip_markdown,lo-dev-050,marketing-materials-2,leads-and-marketing__marketing-materials-2__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__marketing-materials-2__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-050
clip_video,lo-dev-051,newsletters,leads-and-marketing__newsletters__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__newsletters__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Newsletters | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-051,newsletters,leads-and-marketing__newsletters__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__newsletters__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-051
clip_caption,lo-dev-051,newsletters,leads-and-marketing__newsletters__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__newsletters__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-051
clip_markdown,lo-dev-051,newsletters,leads-and-marketing__newsletters__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__newsletters__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-051
clip_video,lo-dev-052,lead-funnels-campaign-landing-pages,leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Lead Funnels: Campaign Landing Pages | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-052,lead-funnels-campaign-landing-pages,leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-052
clip_caption,lo-dev-052,lead-funnels-campaign-landing-pages,leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-052
clip_markdown,lo-dev-052,lead-funnels-campaign-landing-pages,leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__lead-funnels-campaign-landing-pages__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-052
clip_video,lo-dev-053,lead-funnels-form-flow-and-follow-up,leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Lead Funnels: Form Flow and Follow Up | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-053,lead-funnels-form-flow-and-follow-up,leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-053
clip_caption,lo-dev-053,lead-funnels-form-flow-and-follow-up,leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-053
clip_markdown,lo-dev-053,lead-funnels-form-flow-and-follow-up,leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__lead-funnels-form-flow-and-follow-up__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-053
clip_video,lo-dev-054,lead-funnels-practical-setup-wrap-up,leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Lead Funnels: Practical Setup Wrap Up | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-054,lead-funnels-practical-setup-wrap-up,leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-054
clip_caption,lo-dev-054,lead-funnels-practical-setup-wrap-up,leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-054
clip_markdown,lo-dev-054,lead-funnels-practical-setup-wrap-up,leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/leads-and-marketing__lead-funnels-practical-setup-wrap-up__leads-marketing.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-054
clip_video,lo-dev-055,fixing-the-99-percent-completion-error,first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Fixing the 99 Percent Completion Error | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-055,fixing-the-99-percent-completion-error,first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-055
clip_caption,lo-dev-055,fixing-the-99-percent-completion-error,first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-055
clip_markdown,lo-dev-055,fixing-the-99-percent-completion-error,first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/first-file-survival-guide__fixing-the-99-percent-completion-error__loans-onboarding.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-055
clip_video,lo-dev-056,convert-to-loan-form-setup-and-address-check,loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Convert to Loan Form: Setup and Address Check | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-056,convert-to-loan-form-setup-and-address-check,loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-056
clip_caption,lo-dev-056,convert-to-loan-form-setup-and-address-check,loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-056
clip_markdown,lo-dev-056,convert-to-loan-form-setup-and-address-check,loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/loan-submission__convert-to-loan-form-setup-and-address-check__loans-onboarding.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-056
clip_video,lo-dev-057,convert-to-loan-form-loan-story-requirement,loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Convert to Loan Form: Loan Story Requirement | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-057,convert-to-loan-form-loan-story-requirement,loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-057
clip_caption,lo-dev-057,convert-to-loan-form-loan-story-requirement,loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.srt,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/captions/loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.srt,Captions,,,"restricted (link, not public)",Caption for lo-dev-057
clip_markdown,lo-dev-057,convert-to-loan-form-loan-story-requirement,loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.md,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/markdown/loan-submission__convert-to-loan-form-loan-story-requirement__loans-onboarding.md,Markdown Notes,,,"restricted (link, not public)",Markdown notes for lo-dev-057
clip_video,lo-dev-058,convert-to-loan-form-submission-details,loan-submission__convert-to-loan-form-submission-details__loans-onboarding.mp4,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/videos/loan-submission__convert-to-loan-form-submission-details__loans-onboarding.mp4,Cutdown Clip Library,,,"restricted (link, not public)",Convert to Loan Form: Submission Details | playlist: LO Development Resource Clips
clip_thumbnail,lo-dev-058,convert-to-loan-form-submission-details,loan-submission__convert-to-loan-form-submission-details__loans-onboarding.jpg,LF-Projects-Folder/LO Development/LO Development Platform Cutdown Library/thumbnails/loan-submission__convert-to-loan-form-submission-details__loans-onboarding.jpg,Thumbnails,,,"restricted (link, not public)",Thumbnail for lo-dev-058
